28.6,31.5,3.2,78,9.5
29.4,0.0,11.8,73,3.5
28.9,0.0,7.6,75,6.5
28.2,0.0,10.6,78,5.0
28.9,0.0,11.3,82,4.3
27.1,0.5,0.9,86,10.0
27.0,0.5,4.9,86,8.8
27.3,15.0,1.1,87,9.5
29.1,0.0,2.6,77,9.5
30.1,0.0,10.1,72,4.5
30.1,0.0,8.2,75,8.0
29.7,3.5,9.9,78,2.5
30.0,0.0,10.6,75,3.3
29.9,0.0,2.7,75,9.3
31.1,0.0,7.6,64,8.8
28.6,3.0,3.5,76,10.0
29.4,0.0,8.8,75,6.0
29.1,14.0,7.9,75,5.8
29.7,0.0,9.9,74,7.8
31.0,0.0,12.2,63,5.0
29.3,7.0,5.5,72,5.5
28.9,0.0,2.8,73,8.5
26.2,5.5,0.0,84,10.0
27.6,0.0,0.6,81,10.0
29.2,0.0,8.0,74,5.5
29.0,0.0,11.2,76,1.3
26.7,30.0,1.8,87,7.8
26.7,0.5,3.5,79,9.5
27.2,0.0,10.5,71,3.0
26.8,0.0,10.8,70,4.3
26.8,0.0,10.1,72,2.3
27.2,0.0,9.3,73,3.5
27.1,0.0,10.8,76,4.3
27.8,0.0,8.2,73,7.0
28.8,0.0,3.6,69,9.3
26.4,42.0,0.1,87,10.0
27.1,4.5,1.7,88,9.5
28.7,0.5,7.0,80,7.0
26.0,15.0,0.0,84,9.0
